update,global_step,segments_completed,model_segment_return_20,mean_segment_horizon_20,mean_uncertainty,uncertainty_terminations,policy_loss,value_loss,approx_kl,clip_fraction,mean_advantage_weight,sps
1,4096,192,-18.85141117274761,20.0,1.8062874005408958e-05,0,-0.006279688328504562,84.95203399658203,0.0014951697085052729,0.019287109375,1.0,17316
2,8192,384,-20.114959931373598,20.0,1.5745456039439887e-05,0,-0.006503916345536709,98.26112365722656,0.0008050458272919059,0.006982421875,1.0,17737
3,12288,608,-5.417208243906498,20.0,2.782194860628806e-05,0,0.0008366480469703674,167.81976318359375,0.0022016195580363274,0.006103515625,1.0,18037
4,16384,800,-0.8669923961162567,20.0,2.8154563551652245e-05,0,0.0017531737685203552,147.15447998046875,0.001085430383682251,0.003662109375,1.0,18216
5,20480,1024,-6.423876024782658,20.0,1.434203477401752e-05,0,-0.010899261571466923,110.51187133789062,0.0009048809879459441,0.007861328125,1.0,18323
6,24576,1216,-17.42331468909979,20.0,2.2497313693747856e-05,0,0.0005004499107599258,124.91661071777344,0.0014557356480509043,0.008642578125,1.0,18388
7,28672,1408,-18.33230742737651,20.0,1.5800616893102415e-05,0,0.00047115515917539597,72.19843292236328,0.0028802999295294285,0.013818359375,1.0,18440
8,32768,1632,-17.214048290252684,20.0,9.401437637279741e-06,0,-0.005762333050370216,46.10362243652344,0.005964247509837151,0.014306640625,1.0,18472
9,36864,1824,-18.139935248345136,20.0,1.3653959285875317e-05,0,-0.006316159851849079,79.61854553222656,0.0026964752469211817,0.027392578125,1.0,18495
10,40960,2048,-15.399351447820663,20.0,2.1585417925962247e-05,0,0.002998100593686104,83.44281005859375,0.0037523722276091576,0.006005859375,1.0,18501
11,45056,2240,-18.007446433603764,20.0,1.8905320757767186e-05,0,-0.005542070604860783,87.80973052978516,0.0024259276688098907,0.00400390625,1.0,18384
12,49152,2432,-27.169874674081804,20.0,2.1569201635429636e-05,0,-0.0028444696217775345,67.81539154052734,0.0029414454475045204,0.004248046875,1.0,18339
