update,global_step,segments_completed,model_segment_return_20,mean_segment_horizon_20,mean_uncertainty,uncertainty_terminations,policy_loss,value_loss,approx_kl,clip_fraction,mean_advantage_weight,sps
40,163840,19015,-3.0108931794762612,4.3,2.1604284484055825e-05,17105,-0.003211565315723419,1.0173264741897583,0.002660110592842102,0.007373046875,1.0,19107
41,167936,19786,-2.1902591116726398,5.7,2.851766112144105e-05,17875,-0.0037609306164085865,0.7284342050552368,0.008370937779545784,0.0744140625,1.0,19114
42,172032,20580,-2.6363090470433237,4.9,1.8662634829524904e-05,18663,-0.00426659919321537,0.6239885687828064,0.0009177008178085089,0.00791015625,1.0,19124
43,176128,21370,-0.8538070090115071,4.75,1.2437643817975186e-05,19453,-0.011990930885076523,1.6029225587844849,0.00271717831492424,0.00908203125,1.0,19130
44,180224,22160,-3.9360478833317756,4.3,3.0043029255466536e-05,20238,-0.0025754303205758333,0.7579332590103149,0.006401189137250185,0.02216796875,1.0,19110
45,184320,22983,-1.6858016904443502,5.15,1.5125797290238552e-05,21059,0.0035658348351716995,0.4873444437980652,0.00200108764693141,0.006298828125,1.0,19082
46,188416,23811,-1.2452959068119527,5.35,2.9776991141261533e-05,21885,-0.0006940588355064392,0.41577503085136414,0.0019291375065222383,0.008447265625,1.0,19083
47,192512,24643,-1.2845811255276203,4.3,1.3843391570844688e-05,22717,-0.003151543438434601,0.6361376047134399,0.001729608979076147,0.009130859375,1.0,19087
48,196608,25469,-2.270667716115713,5.1,2.044276516244281e-05,23541,-0.010957350954413414,0.6061437129974365,0.006072532385587692,0.030810546875,1.0,19097
49,200704,26300,-0.7636204980313778,4.8,2.7458539989311248e-05,24367,-0.005347921513020992,0.5528454184532166,0.004209229722619057,0.008984375,1.0,19104
50,204800,27162,-2.026530387997627,4.35,3.113327329629101e-05,25226,-0.0007846029475331306,0.5015442371368408,0.003426184179261327,0.003173828125,1.0,19110
51,208896,28000,-1.3037571363151073,4.25,2.53428406722378e-05,26063,-0.004221213981509209,0.8881400227546692,0.001386292278766632,0.004296875,1.0,19117
52,212992,28856,-1.2785714477300645,4.15,2.8294783987803385e-05,26918,-0.005369960330426693,0.7489793300628662,0.008093010634183884,0.068408203125,1.0,19122
53,217088,29728,-1.6742973685264588,5.9,1.9253075151937082e-05,27787,-0.005762411281466484,1.0002399682998657,0.0015089816879481077,0.01474609375,1.0,19120
54,221184,30606,-1.7859708689153195,4.35,2.27452128456207e-05,28664,-0.006293937563896179,2.1202666759490967,0.0024732407182455063,0.008251953125,1.0,19110
55,225280,31477,-1.2802566058933735,4.45,2.3574968508910388e-05,29534,-0.007580390200018883,0.5239297151565552,0.004786468110978603,0.05068359375,1.0,19097
56,229376,32366,-1.6175167962908745,4.25,2.603235589049291e-05,30419,6.168009713292122e-05,0.5461153388023376,0.0027588224038481712,0.033642578125,1.0,19064
57,233472,33236,-3.3006048783659936,4.75,2.8121805371483788e-05,31285,-0.006909479387104511,0.4435231685638428,0.0011560837738215923,0.003173828125,1.0,19068
58,237568,34098,-1.757274068146944,4.8,2.1521067537833005e-05,32145,-0.00394420837983489,0.7143023610115051,0.007874483242630959,0.068310546875,1.0,19072
59,241664,34969,-1.3685874134302138,4.55,2.490224869688973e-05,33011,-0.003335036803036928,0.9903123378753662,0.0009430202771909535,0.01015625,1.0,19079
60,245760,35866,-0.2493428722023964,4.5,2.810273872455582e-05,33907,-0.0050386665388941765,1.5807641744613647,0.002679444383829832,0.015673828125,1.0,19084
61,249856,36740,-1.6366775579750539,4.15,1.529605287942104e-05,34781,-0.005677450448274612,0.9212979674339294,0.004520748276263475,0.00732421875,1.0,19087
62,253952,37645,-0.17686408683657645,4.6,2.1782487237942405e-05,35686,0.005333695560693741,1.1649911403656006,0.00878148339688778,0.046142578125,1.0,19066
63,258048,38544,-1.2283357571810485,4.5,2.214846244896762e-05,36584,0.00014453008770942688,0.43358492851257324,0.0015115011483430862,0.001220703125,1.0,19048
64,262144,39438,-1.168132172897458,4.3,2.7370771931600757e-05,37472,0.0021823234856128693,0.2696308195590973,0.005989699624478817,0.01455078125,1.0,19053
65,266240,40349,-1.4364449493587017,4.55,3.641386501840316e-05,38381,-0.00390000082552433,0.5303472876548767,0.010387512855231762,0.0513671875,1.0,19059
66,270336,41270,-1.673449680581689,4.4,2.3330265321419574e-05,39300,0.0018253084272146225,0.49651074409484863,0.003988630138337612,0.016943359375,1.0,19063
67,274432,42188,-0.17104161120951175,4.45,1.5945819541229866e-05,40216,0.0006841477006673813,0.22436024248600006,0.003977401182055473,0.006640625,1.0,19070
68,278528,43115,-0.7938792638480663,4.6,2.8224252673680894e-05,41141,0.000255584716796875,2.160799980163574,0.0006334016215987504,0.000341796875,1.0,19076
69,282624,44024,-1.1444663241505624,4.3,2.0890422092634253e-05,42049,-0.0013717878609895706,0.7686687111854553,0.007460607215762138,0.031787109375,1.0,19081
70,286720,44948,-2.1954988591372966,4.35,1.715602593321819e-05,42972,0.001569023821502924,0.7162722945213318,0.0016154460608959198,0.001513671875,1.0,19086
71,290816,45850,-0.34365914687514304,4.7,2.6141398848267272e-05,43873,-0.006744701415300369,1.500749111175537,0.002257324755191803,0.0314453125,1.0,19087
72,294912,46754,-1.1970309667289256,5.2,2.8097703761886805e-05,44776,-0.005681667011231184,0.7458714246749878,0.005959885194897652,0.0119140625,1.0,19089
73,299008,47689,-2.0840975411236284,4.35,3.0238426916184835e-05,45709,-0.004485839977860451,0.6464782357215881,0.0004851772100664675,0.00146484375,1.0,19094
74,303104,48595,-0.7199759162962437,4.95,3.756968362722546e-05,46611,-0.0034785158932209015,0.6191688776016235,0.0006803909782320261,0.00087890625,1.0,19100
75,307200,49507,-2.400845884531736,4.05,2.4149601813405752e-05,47519,-0.00903711561113596,0.5235459208488464,0.004090264905244112,0.00986328125,1.0,19105
76,311296,50428,-1.7269998397678137,4.45,2.4468037736369297e-05,48438,-0.0022861557081341743,0.5013377666473389,0.0003687686985358596,0.000439453125,1.0,19111
77,315392,51358,-0.7852697663009167,4.55,2.8665641366387717e-05,49367,-0.004356164485216141,0.43556925654411316,0.0029854290187358856,0.005419921875,1.0,19115
78,319488,52299,-0.41396432742476463,4.35,2.914442666224204e-05,50308,-0.0009836116805672646,0.5529347062110901,0.0004962607054039836,0.003955078125,1.0,19097
79,323584,53250,-0.6800710048526526,4.0,2.862627661670558e-05,51258,-0.0010565510019659996,0.8969228267669678,0.0022685700096189976,0.0021484375,1.0,19057
80,327680,54164,-1.1874025531113148,4.2,2.4415312509518117e-05,52170,0.004946917295455933,0.5886861085891724,0.0017759159673005342,0.00361328125,1.0,19056
81,331776,55097,-1.4056056566536426,4.05,4.0075719880405813e-05,53098,-0.0065848808735609055,0.701217770576477,0.007569873705506325,0.07529296875,1.0,19049
82,335872,56013,-0.16341902501881123,4.5,2.8413427571649663e-05,54010,-0.001489903312176466,0.47551289200782776,0.0010544388787820935,0.000341796875,1.0,19040
83,339968,56930,-0.6219324804842472,4.7,2.5222192562068813e-05,54925,-0.0007237712852656841,1.2393795251846313,0.001034312997944653,0.000390625,1.0,19035
84,344064,57868,-0.7130703292787075,5.05,2.2268246539169922e-05,55863,-0.0038813017308712006,0.25076955556869507,0.006375872530043125,0.028173828125,1.0,19016
85,348160,58802,-0.5479077357798815,3.9,3.091081089223735e-05,56796,-0.0014779563061892986,0.4019050598144531,0.00027071282966062427,0.000439453125,1.0,19020
86,352256,59763,-1.1880345828831196,4.35,2.5096338504226878e-05,57757,-0.004943217150866985,0.5243192315101624,0.0011648056097328663,0.008251953125,1.0,19022
87,356352,60715,-1.6145800411701203,4.4,3.538973396643996e-05,58708,-0.006407100707292557,0.4539216458797455,0.007885685190558434,0.026708984375,1.0,19028
88,360448,61652,-1.0828190095722676,3.95,2.6976518711308017e-05,59642,-0.006412191316485405,0.9462429881095886,0.0022630305029451847,0.00810546875,1.0,19031
89,364544,62618,-0.6215453702956438,3.75,3.168762486893684e-05,60607,-0.003228293266147375,0.19389313459396362,0.011894465424120426,0.06328125,1.0,19033
90,368640,63569,-0.5784181945025921,4.5,4.002290006610565e-05,61557,0.0015549208037555218,0.33857274055480957,0.00492433924227953,0.0072265625,1.0,19038
91,372736,64507,-2.0155364092439414,4.4,2.3056645659380592e-05,62493,-0.0037565650418400764,0.4238557815551758,0.006862927693873644,0.016552734375,1.0,19042
92,376832,65449,-1.2995186887681485,3.9,4.287641786504537e-05,63431,-0.016057701781392097,0.9588333368301392,0.005524345673620701,0.01015625,1.0,19047
93,380928,66383,-1.5042338777333497,4.05,3.409596683923155e-05,64362,-0.002556287683546543,0.31005963683128357,0.0004776971763931215,0.00380859375,1.0,19052
94,385024,67344,-2.1953634224832057,5.0,2.3820108253858052e-05,65321,0.0030128699727356434,0.48278719186782837,0.002084591891616583,0.00439453125,1.0,19057
95,389120,68307,-1.4702790684998035,4.95,2.801412483677268e-05,66284,-0.004605027846992016,0.3511529564857483,0.0010902126086875796,0.00107421875,1.0,19061
96,393216,69264,-0.5744816418737173,4.1,2.4128672521328554e-05,67239,-0.0007768897339701653,0.3586212992668152,0.00024971127277240157,0.0,1.0,19066
97,397312,70223,-0.3903678972274065,4.15,3.050889790756628e-05,68198,-7.429532706737518e-05,0.6863363981246948,0.002112317830324173,0.000341796875,1.0,19065
98,401408,71158,-2.954972867295146,5.35,3.569807086023502e-05,69130,0.0022029345855116844,1.2223390340805054,9.593884169589728e-05,4.8828125e-05,1.0,19046
99,405504,72102,-1.318379732966423,3.85,1.337023604719434e-05,70069,-0.005613861605525017,0.6411398649215698,0.0023545459844172,0.00126953125,1.0,19049
100,409600,73048,-2.7189962666481735,3.7,3.148499672533944e-05,71013,0.0016176626086235046,0.30498141050338745,0.0003890235093422234,0.001513671875,1.0,19052
101,413696,73981,-0.6600955259054899,4.7,3.289065352873877e-05,71941,0.00015769526362419128,1.3520894050598145,0.0042312899604439735,0.007177734375,1.0,19047
102,417792,74938,-0.7874736860394478,4.8,3.853281305055134e-05,72895,-0.0009047025814652443,0.32599902153015137,0.0002476770896464586,9.765625e-05,1.0,19038
103,421888,75913,-1.4105482049286366,4.95,2.9060163797112182e-05,73869,-0.006193679757416248,0.5910763740539551,0.00040014233672991395,0.000927734375,1.0,19042
104,425984,76856,-1.0692681476473809,4.55,2.2845768398838118e-05,74810,-0.0021007880568504333,0.785608172416687,0.0006098488229326904,0.0,1.0,19047
105,430080,77802,-2.1565334636718037,4.65,1.3846154615748674e-05,75754,0.0005167012568563223,0.3696735203266144,0.0032485798001289368,0.002783203125,1.0,19051
106,434176,78770,-1.2891635954380036,4.25,3.5495293559506536e-05,76721,-0.0016440525650978088,0.5250742435455322,0.0002903976710513234,4.8828125e-05,1.0,19056
107,438272,79719,-1.911117936298251,3.45,1.895557579700835e-05,77665,-0.00022021867334842682,0.39354178309440613,2.6770285330712795e-05,0.0,1.0,19060
108,442368,80665,-1.0173072580248117,3.8,2.1407573512988165e-05,78610,-0.006133528426289558,0.5182919502258301,0.00029484042897820473,0.000244140625,1.0,19066
109,446464,81610,-2.3454622115939854,4.35,2.5152996386168525e-05,79551,0.002108772285282612,0.37886789441108704,0.0005967278848402202,0.0,1.0,19070
110,450560,82562,-1.7615717452019453,5.05,2.4399618268944323e-05,80499,0.0018540839664638042,0.4052847623825073,0.0015828630421310663,0.0001953125,1.0,19075
111,454656,83538,-2.390797800570726,3.55,3.485419802018441e-05,81473,-0.0015677791088819504,0.5284034013748169,8.982286090031266e-05,0.0,1.0,19079
112,458752,84485,-0.617254763841629,4.75,2.716839298955165e-05,82415,-0.0005576927214860916,0.32186469435691833,0.0013198945671319962,0.0,1.0,19083
113,462848,85448,-2.616196794807911,3.55,2.346620567550417e-05,83377,-0.0001304931938648224,0.30240175127983093,0.0002209446975030005,0.0,1.0,19088
114,466944,86400,-1.0213849313557148,4.55,2.389413202763535e-05,84326,-0.004022383131086826,0.35516947507858276,0.000348226516507566,0.0,1.0,19091
115,471040,87365,-3.8524898283183573,3.85,2.0397825210238807e-05,85287,3.8961414247751236e-05,0.4666318893432617,0.00012333306949585676,0.0,1.0,19096
116,475136,88323,-2.132432908564806,3.95,3.2154686778085306e-05,86242,-0.0011434797197580338,0.3183923363685608,0.00025159690994769335,0.0,1.0,19100
117,479232,89282,-0.4028368845582008,4.15,2.3899321604403667e-05,87199,-6.443634629249573e-05,0.2953147888183594,3.189709968864918e-05,0.0,1.0,19103
118,483328,90230,-2.108094983547926,5.05,3.382711292942986e-05,88143,-0.0005011856555938721,0.5231974124908447,0.000100866483990103,0.0,1.0,19107
119,487424,91174,-0.8855175502598286,3.75,2.2113672457635403e-05,89082,-0.0006918262224644423,0.2891921103000641,1.1125113815069199e-05,0.0,1.0,19112
120,491520,92109,-0.8477989651262761,4.65,1.713916935841553e-05,90014,-0.00015017762780189514,0.3300933837890625,7.765984628349543e-05,0.0,1.0,19116
121,495616,93059,-1.4951223999261856,3.6,2.2263435312197544e-05,90960,-0.0004368177615106106,0.9847224354743958,3.5476405173540115e-06,0.0,1.0,19118
122,499712,94035,-0.9553042486310005,4.5,2.3859045541030355e-05,91934,8.665956556797028e-06,1.999959945678711,2.8992071747779846e-06,0.0,1.0,19122
