update,global_step,episodes_completed,mean_return_20,mean_length_20,policy_loss,value_loss,entropy,approx_kl,clip_fraction,learning_rate,sps
24,49152,240,-1140.2436876545257,199.0,-0.0009436197578907013,0.16279487311840057,0.9089469313621521,0.0028578571509569883,0.0201171875,0.0003,10551
25,51200,256,-1116.7646173272472,199.0,0.004237597808241844,0.19115181267261505,0.912478506565094,0.006862206384539604,0.02666015625,0.0003,10559
26,53248,264,-1126.7534125459485,199.0,0.0017530042678117752,0.14261828362941742,0.911354124546051,0.004224205855280161,0.0662109375,0.0003,10562
27,55296,272,-1138.0447649577306,199.0,-0.0026484914124011993,0.16724026203155518,0.9139052033424377,0.0042782933451235294,0.0279296875,0.0003,10569
28,57344,280,-1111.0207627151765,199.0,-0.004894979298114777,0.2065751552581787,0.9099950194358826,0.005551415029913187,0.03173828125,0.0003,10579
29,59392,296,-1091.4468736771817,199.0,-0.0004595881327986717,0.2698981463909149,0.9114293456077576,0.003282606601715088,0.017578125,0.0003,10571
30,61440,304,-1091.5636944482044,199.0,-0.0059198420494794846,0.16783487796783447,0.9216317534446716,0.005892353132367134,0.04189453125,0.0003,10574
31,63488,312,-1108.0389108377665,199.0,-0.003220684826374054,0.11210914701223373,0.922624409198761,0.005310575477778912,0.07041015625,0.0003,10573
32,65536,320,-1087.497240074717,199.0,0.003349095582962036,0.17044135928153992,0.9321706295013428,0.0028375687543302774,0.01767578125,0.0003,10578
33,67584,336,-1092.7857057937622,199.0,-0.0010802671313285828,0.2707367241382599,0.9355736374855042,0.0005995312239974737,0.017626953125,0.0003,10588
34,69632,344,-1099.859907172949,199.0,0.0026311054825782776,0.17164142429828644,0.9323338866233826,0.0033481393475085497,0.014794921875,0.0003,10593
35,71680,352,-1101.0836513625904,199.0,-0.001374589279294014,0.2627735733985901,0.9364550113677979,0.002765726065263152,0.020361328125,0.0003,10599
36,73728,368,-1130.067277080807,199.0,-0.002306153066456318,0.37003958225250244,0.9436788558959961,0.0045393346808850765,0.033740234375,0.0003,10606
37,75776,376,-1150.2296731768856,199.0,-0.002012777142226696,0.13068854808807373,0.9446923732757568,0.0006576168816536665,0.013427734375,0.0003,10612
38,77824,384,-1158.4897249485327,199.0,0.007274344563484192,0.2656429708003998,0.9438886046409607,0.006950927898287773,0.041357421875,0.0003,10618
39,79872,392,-1153.6835881596533,199.0,0.006434235721826553,0.14278827607631683,0.9387446045875549,0.015461403876543045,0.0763671875,0.0003,10624
40,81920,408,-1118.1269786683263,199.0,-0.0014015734195709229,0.33883342146873474,0.9436366558074951,0.0055933198891580105,0.01796875,0.0003,10607
41,83968,416,-1103.0479941643548,199.0,-0.009859324432909489,0.18804657459259033,0.9472658634185791,0.001793628791347146,0.021923828125,0.0003,10579
42,86016,424,-1105.228045230902,199.0,-0.005637121386826038,0.207169771194458,0.944962739944458,0.0035457026679068804,0.02421875,0.0003,10540
43,88064,440,-1022.5532468100084,199.0,0.004412591457366943,0.3422819972038269,0.9392359256744385,0.0022976999171078205,0.018017578125,0.0003,10543
44,90112,448,-1002.6162744928503,199.0,-0.0085915457457304,0.14033189415931702,0.9467306733131409,0.007137298118323088,0.04384765625,0.0003,10548
45,92160,456,-1038.2332713779763,199.0,-0.01514987088739872,0.21368977427482605,0.9469530582427979,0.007388364523649216,0.063623046875,0.0003,10549
46,94208,464,-1075.2978680535143,199.0,-0.00420000497251749,0.277119517326355,0.9431514143943787,0.0036996861454099417,0.038916015625,0.0003,10557
47,96256,480,-1105.7986170932866,199.0,0.0004994459450244904,0.4097130298614502,0.9395372867584229,0.005402019247412682,0.036279296875,0.0003,10555
48,98304,488,-1094.487812599293,199.0,0.004023180343210697,0.28035545349121094,0.9317128658294678,0.004922403022646904,0.072216796875,0.0003,10557
49,100352,496,-1063.8770507403256,199.0,-0.004453770816326141,0.2528742849826813,0.9239082336425781,0.004903683438897133,0.037353515625,0.0003,10564
50,102400,512,-1051.8110441284075,199.0,0.006326913833618164,0.46937116980552673,0.9249734878540039,0.00451461598277092,0.016552734375,0.0003,10569
51,104448,520,-1068.9761930284271,199.0,0.00020382925868034363,0.17710596323013306,0.9128587245941162,0.007846785709261894,0.058544921875,0.0003,10571
52,106496,528,-1081.3359687234738,199.0,-0.004150964319705963,0.2814016044139862,0.9072398543357849,0.00527383666485548,0.032568359375,0.0003,10577
53,108544,536,-1116.4307520828913,199.0,-0.001584269106388092,0.32132488489151,0.9050245881080627,0.0048407758586108685,0.0283203125,0.0003,10579
54,110592,552,-1144.0861606429742,199.0,-0.0037479656748473644,0.469501793384552,0.903145968914032,0.0031460621394217014,0.0212890625,0.0003,10583
55,112640,560,-1122.1501452539796,199.0,0.0004603704437613487,0.2759436070919037,0.8955895900726318,0.0033158520236611366,0.02392578125,0.0003,10583
56,114688,568,-1091.4014204746554,199.0,0.0002785865217447281,0.265134334564209,0.8886021971702576,0.00502542220056057,0.052294921875,0.0003,10586
57,116736,576,-1059.0297850242646,199.0,0.001521468162536621,0.34247565269470215,0.8859032988548279,0.003872447647154331,0.042626953125,0.0003,10590
58,118784,592,-1047.7100486206978,199.0,0.0037974901497364044,0.5161055326461792,0.8812755346298218,0.005489581264555454,0.05,0.0003,10593
59,120832,600,-1036.3452922424256,199.0,3.382563591003418e-05,0.2372121810913086,0.879392683506012,0.0019950082059949636,0.022900390625,0.0003,10597
60,122880,608,-1043.580244578173,199.0,-0.0032350546680390835,0.362248957157135,0.8795862197875977,0.0023635535035282373,0.0447265625,0.0003,10601
61,124928,624,-982.409318939836,199.0,-0.004539970308542252,0.464214026927948,0.876551628112793,0.00407777726650238,0.04697265625,0.0003,10601
62,126976,632,-1011.6459252769757,199.0,-0.00012993626296520233,0.3418649137020111,0.8706419467926025,0.0007670902414247394,0.0240234375,0.0003,10602
63,129024,640,-991.3641308428878,199.0,-0.0033724345266819,0.24307170510292053,0.8600199222564697,0.004442271310836077,0.055224609375,0.0003,10605
64,131072,648,-1009.6893302610264,199.0,-0.013454824686050415,0.2685316503047943,0.8588230609893799,0.004799993243068457,0.044384765625,0.0003,10606
65,133120,664,-986.8366147087994,199.0,0.005534594878554344,0.3804294466972351,0.8576843738555908,0.0028402230236679316,0.029345703125,0.0003,10609
66,135168,672,-970.9362868933333,199.0,-0.003703553229570389,0.2168702632188797,0.8523104190826416,0.003562087193131447,0.030078125,0.0003,10612
67,137216,680,-965.5965583759662,199.0,-0.0007065478712320328,0.2576921284198761,0.8480719923973083,0.0028257211670279503,0.02783203125,0.0003,10614
68,139264,696,-974.3635926342643,199.0,-0.005341372452676296,0.43475043773651123,0.8400649428367615,0.00238236878067255,0.019482421875,0.0003,10560
69,141312,704,-1024.9344234745397,199.0,0.0020511429756879807,0.2716495990753174,0.8382800817489624,0.011049888096749783,0.07470703125,0.0003,10562
70,143360,712,-1023.3046751000107,199.0,0.0038051679730415344,0.17053663730621338,0.8251543641090393,0.0073249670676887035,0.060791015625,0.0003,10564
71,145408,720,-1005.2527610136543,199.0,0.0021791867911815643,0.22433097660541534,0.8199920654296875,0.002782730618491769,0.04267578125,0.0003,10567
72,147456,736,-1014.7429181291857,199.0,0.00503417756408453,0.29437294602394104,0.816499650478363,0.0041434625163674355,0.037939453125,0.0003,10570
73,149504,744,-1034.2316432102937,199.0,-0.010757112875580788,0.3619394898414612,0.824002206325531,0.005344495642930269,0.0677734375,0.0003,10572
74,151552,752,-1051.8038353445033,199.0,-0.003232806921005249,0.20942869782447815,0.8232192397117615,0.002008923329412937,0.030615234375,0.0003,10576
75,153600,768,-1028.7825647911545,199.0,0.005140760913491249,0.40166133642196655,0.8214321732521057,0.003339400514960289,0.0341796875,0.0003,10579
76,155648,776,-1039.6782776316054,199.0,-0.0067598819732666016,0.322685182094574,0.8244351744651794,0.0038173412904143333,0.05078125,0.0003,10581
77,157696,784,-1060.7057019895785,199.0,0.0004440508782863617,0.2658044099807739,0.8196685314178467,0.004557805601507425,0.057275390625,0.0003,10584
78,159744,792,-1087.1492755517218,199.0,0.00014961324632167816,0.30802735686302185,0.8212451338768005,0.006082233507186174,0.04619140625,0.0003,10587
79,161792,808,-1098.2043273085442,199.0,0.0010050106793642044,0.5770585536956787,0.815035879611969,0.009522771462798119,0.0595703125,0.0003,10590
80,163840,816,-1071.2803229178653,199.0,0.00097738578915596,0.27432122826576233,0.8046264052391052,0.0016397833824157715,0.035400390625,0.0003,10593
81,165888,824,-1095.7107709634215,199.0,-0.006472818553447723,0.2808345854282379,0.808285653591156,0.003725663758814335,0.05029296875,0.0003,10596
82,167936,832,-1091.0493479474246,199.0,-0.006044276058673859,0.3716162443161011,0.8096625804901123,0.0029006071854382753,0.053076171875,0.0003,10595
83,169984,848,-1060.0698965420097,199.0,-0.0025206096470355988,0.5635546445846558,0.7978963255882263,0.002322227694094181,0.015625,0.0003,10596
84,172032,856,-1093.0564036687692,199.0,-0.004657468758523464,0.26084044575691223,0.7866353988647461,0.0025812690146267414,0.022265625,0.0003,10598
85,174080,864,-1094.8898873339044,199.0,-0.00409269705414772,0.2596718668937683,0.7849284410476685,0.004040767438709736,0.0591796875,0.0003,10599
86,176128,880,-1078.5296030592403,199.0,-0.003003245685249567,0.6886430978775024,0.774419903755188,0.004070490598678589,0.053955078125,0.0003,10601
87,178176,888,-1044.7311214134756,199.0,-0.003164101392030716,0.25665512681007385,0.7745568752288818,0.00202621566131711,0.0201171875,0.0003,10603
88,180224,896,-1006.6895479428835,199.0,-0.0005687456578016281,0.37689438462257385,0.7744579911231995,0.0038066538982093334,0.048681640625,0.0003,10604
89,182272,904,-1013.4993818543386,199.0,-0.01110716350376606,0.44466501474380493,0.7679083943367004,0.00387146370485425,0.0578125,0.0003,10606
90,184320,920,-1028.4891336339808,199.0,-0.0043089985847473145,0.5802130103111267,0.7705119252204895,0.0031742360442876816,0.038134765625,0.0003,10607
91,186368,928,-1015.5388572971135,199.0,0.0033395178616046906,0.3428059220314026,0.7705641984939575,0.0029167556203901768,0.028759765625,0.0003,10610
92,188416,936,-1047.073454975275,199.0,0.0037955082952976227,0.2728590667247772,0.7659717798233032,0.004511859267950058,0.058447265625,0.0003,10612
93,190464,952,-1050.8652149751833,199.0,-0.0012612268328666687,0.6567996740341187,0.7593364119529724,0.0016847432125359774,0.041162109375,0.0003,10596
94,192512,960,-1055.2136281948372,199.0,-0.002234462648630142,0.3354352116584778,0.7597732543945312,0.005627002567052841,0.035107421875,0.0003,10596
95,194560,968,-1040.8393138047118,199.0,-0.006324620917439461,0.349392831325531,0.7519721388816833,0.003605564357712865,0.070556640625,0.0003,10597
96,196608,976,-981.106332461059,199.0,0.003711039200425148,0.3973252773284912,0.7524576783180237,0.0017349737463518977,0.035595703125,0.0003,10599
97,198656,992,-986.0227047915905,199.0,-0.003939684480428696,0.38462764024734497,0.760504961013794,0.0017117197858169675,0.021630859375,0.0003,10600
98,200704,1000,-1002.701961024831,199.0,0.0013114092871546745,0.28852537274360657,0.7544854283332825,0.005710677709430456,0.046630859375,0.0003,10602
99,202752,1008,-999.0100110357959,199.0,0.008280545473098755,0.27443650364875793,0.756588876247406,0.004433649592101574,0.0341796875,0.0003,10603
100,204800,1024,-975.4868122926937,199.0,-0.01312713697552681,0.45074960589408875,0.7489289045333862,0.0035221781581640244,0.039990234375,0.0003,10605
101,206848,1032,-987.6248657347572,199.0,-0.009158115833997726,0.276985764503479,0.738784909248352,0.0029525577556341887,0.021923828125,0.0003,10606
102,208896,1040,-989.220023037538,199.0,-0.0003914767876267433,0.23847390711307526,0.7399701476097107,0.004630162846297026,0.056201171875,0.0003,10607
103,210944,1048,-1006.3393343304349,199.0,0.0025038402527570724,0.27399420738220215,0.7456519603729248,0.0026403560768812895,0.035302734375,0.0003,10610
104,212992,1064,-994.4890072320301,199.0,0.0009005861356854439,0.5268045663833618,0.747600257396698,0.002571782795712352,0.03154296875,0.0003,10611
105,215040,1072,-1017.4779103932703,199.0,-0.006949313450604677,0.22888460755348206,0.7324723601341248,0.006835410837084055,0.049072265625,0.0003,10613
106,217088,1080,-1022.0205881973607,199.0,-0.0034357463009655476,0.2966514229774475,0.7314596176147461,0.002681751735508442,0.046875,0.0003,10615
107,219136,1088,-1046.283915301883,199.0,-0.0003199651837348938,0.4435911476612091,0.7308003306388855,0.003577802563086152,0.041455078125,0.0003,10616
108,221184,1104,-1021.21748048512,199.0,-0.0006775427609682083,0.36751478910446167,0.7273129820823669,0.0051492610946297646,0.029736328125,0.0003,10617
109,223232,1112,-1027.6729501603581,199.0,-0.0020692003890872,0.379975825548172,0.7229176163673401,0.004777772817760706,0.04892578125,0.0003,10617
110,225280,1120,-1037.7305790955493,199.0,0.005135960876941681,0.38959628343582153,0.7219015955924988,0.0046249269507825375,0.031640625,0.0003,10619
111,227328,1136,-1016.7179542813353,199.0,0.0005268454551696777,0.581812858581543,0.7220792174339294,0.0011131692444905639,0.04541015625,0.0003,10621
112,229376,1144,-1014.764258956477,199.0,-0.0039393226616084576,0.4251914620399475,0.7181844115257263,0.004663565196096897,0.0603515625,0.0003,10622
113,231424,1152,-1020.685461790282,199.0,-0.004483550786972046,0.2933529019355774,0.7067347764968872,0.005585229955613613,0.028173828125,0.0003,10620
114,233472,1160,-1015.709241700303,199.0,0.006531557068228722,0.22300612926483154,0.7076542973518372,0.009719529189169407,0.08564453125,0.0003,10619
115,235520,1176,-1009.8365071261578,199.0,-0.00022225268185138702,0.8006736040115356,0.7115286588668823,0.00046752148773521185,0.022900390625,0.0003,10618
116,237568,1184,-990.2796063341245,199.0,0.0008037202060222626,0.2657075524330139,0.7106180191040039,0.003819732926785946,0.030126953125,0.0003,10619
117,239616,1192,-1003.8697465420595,199.0,-0.0011378657072782516,0.2189255654811859,0.7040662169456482,0.001500903395935893,0.072900390625,0.0003,10619
118,241664,1208,-1001.8025877277457,199.0,0.0006882958114147186,0.6193679571151733,0.7069820165634155,0.0018797856755554676,0.024560546875,0.0003,10620
119,243712,1216,-944.6074166308102,199.0,0.0006128326058387756,0.3919517993927002,0.7073155045509338,0.005754988174885511,0.04267578125,0.0003,10621
120,245760,1224,-959.7451689163696,199.0,-0.002911236137151718,0.29675400257110596,0.7069453001022339,0.003163626417517662,0.048828125,0.0003,10619
121,247808,1232,-974.4234793698622,199.0,-0.0076051075011491776,0.4346369504928589,0.6952294707298279,0.0023195981048047543,0.056298828125,0.0003,10620
122,249856,1248,-954.4051073622943,199.0,-0.0038899481296539307,0.59309983253479,0.6874297261238098,0.0025452864356338978,0.04072265625,0.0003,10621
123,251904,1256,-974.5429714495409,199.0,0.0009987251833081245,0.29471978545188904,0.685917854309082,0.006801716051995754,0.044775390625,0.0003,10623
124,253952,1264,-958.2764839687085,199.0,0.0008007101714611053,0.2931463122367859,0.6798781156539917,0.004595373757183552,0.036572265625,0.0003,10611
125,256000,1280,-939.0723546234715,199.0,-9.558163583278656e-05,0.48706042766571045,0.6702861189842224,0.0013903261860832572,0.01396484375,0.0003,10612
126,258048,1288,-938.2268872999393,199.0,-0.002569462638348341,0.3139357566833496,0.6759120225906372,0.0020888210274279118,0.033837890625,0.0003,10613
127,260096,1296,-928.3080967388894,199.0,0.003132784739136696,0.22750690579414368,0.6641941666603088,0.015164583921432495,0.08857421875,0.0003,10613
128,262144,1304,-924.4271447023154,199.0,-0.0030790790915489197,0.2187817096710205,0.653866708278656,0.005145753733813763,0.039697265625,0.0003,10614
129,264192,1320,-932.7028279726734,199.0,-0.0008267983794212341,0.5095402002334595,0.6532573103904724,0.007392542436718941,0.0478515625,0.0003,10615
130,266240,1328,-933.8659623226722,199.0,-0.004882059991359711,0.23800070583820343,0.652069091796875,0.0028671971522271633,0.04599609375,0.0003,10616
131,268288,1336,-929.0735771634752,199.0,-0.002721107564866543,0.29156240820884705,0.657955527305603,0.002160587115213275,0.051708984375,0.0003,10617
132,270336,1344,-918.521835460733,199.0,-0.004083119332790375,0.2521546185016632,0.6632782220840454,0.004394009709358215,0.03095703125,0.0003,10619
133,272384,1360,-891.9158663111924,199.0,-0.0030136853456497192,0.4566085636615753,0.6558376550674438,0.003674356499686837,0.075927734375,0.0003,10619
134,274432,1368,-872.1977885362737,199.0,0.0014768391847610474,0.21918493509292603,0.650985598564148,0.006898257881402969,0.067822265625,0.0003,10619
135,276480,1376,-871.604961403157,199.0,-0.007589355111122131,0.19262012839317322,0.6395091414451599,0.0046921176835894585,0.054150390625,0.0003,10620
136,278528,1392,-901.6180807638673,199.0,-0.004126142710447311,0.4454929232597351,0.6432644724845886,0.003024487290531397,0.034423828125,0.0003,10620
137,280576,1400,-924.374719014997,199.0,0.011294049210846424,0.19644898176193237,0.6445978879928589,0.006689963862299919,0.067529296875,0.0003,10621
138,282624,1408,-905.4699662189745,199.0,-0.0068688467144966125,0.38845294713974,0.6392108201980591,0.003786052344366908,0.038623046875,0.0003,10622
139,284672,1416,-909.2905309578546,199.0,-0.0029334891587495804,0.24719247221946716,0.6276973485946655,0.002756189089268446,0.056591796875,0.0003,10625
140,286720,1432,-883.1269420924689,199.0,0.003598175011575222,0.4681398868560791,0.6264206767082214,0.006131887901574373,0.05712890625,0.0003,10625
141,288768,1440,-876.9186634504628,199.0,-0.001440681517124176,0.27647000551223755,0.6283224821090698,0.003184907604008913,0.03505859375,0.0003,10626
142,290816,1448,-902.1132477755758,199.0,-0.004808355122804642,0.27609920501708984,0.6296859979629517,0.0063440194353461266,0.05029296875,0.0003,10627
143,292864,1464,-920.1858924797596,199.0,-0.00798425730317831,0.45024481415748596,0.6328287124633789,0.004430131986737251,0.0361328125,0.0003,10629
144,294912,1472,-951.3961768842431,199.0,-0.010290678590536118,0.25852087140083313,0.6279891729354858,0.00785483606159687,0.070703125,0.0003,10630
145,296960,1480,-975.6585634971045,199.0,1.4540739357471466e-05,0.21674573421478271,0.6232308149337769,0.0038299933075904846,0.050537109375,0.0003,10631
146,299008,1488,-1007.8937159244584,199.0,-0.0029510408639907837,0.3637537658214569,0.6221576929092407,0.011700659058988094,0.03623046875,0.0003,10633
147,301056,1504,-994.6966398169327,199.0,0.00023896992206573486,0.6591500043869019,0.6181007623672485,0.0033819926902651787,0.046630859375,0.0003,10635
148,303104,1512,-1013.9290773086801,199.0,0.003596559166908264,0.20574615895748138,0.6138247847557068,0.007679121568799019,0.041015625,0.0003,10636
149,305152,1520,-1017.1087567172137,199.0,-0.009799107909202576,0.31611642241477966,0.6088879704475403,0.0024544571060687304,0.060400390625,0.0003,10636
150,307200,1536,-1011.8304273923059,199.0,0.004131447523832321,0.5123289823532104,0.6025792360305786,0.002147149294614792,0.016162109375,0.0003,10638
151,309248,1544,-1006.1697935806345,199.0,-0.01295526698231697,0.29401737451553345,0.6044713258743286,0.0048366729170084,0.04208984375,0.0003,10638
152,311296,1552,-976.6522874763945,199.0,-0.0031788870692253113,0.2821853756904602,0.6094876527786255,0.0036294758319854736,0.047021484375,0.0003,10631
153,313344,1560,-979.0767248370461,199.0,-0.014566875994205475,0.2890761196613312,0.6064176559448242,0.003919519484043121,0.044580078125,0.0003,10632
154,315392,1576,-951.7620823803193,199.0,0.00857317354530096,0.5096250772476196,0.6161762475967407,0.005500853061676025,0.0453125,0.0003,10633
155,317440,1584,-975.6944039842226,199.0,0.0033919811248779297,0.310011088848114,0.6133123636245728,0.009035937488079071,0.052392578125,0.0003,10634
156,319488,1592,-990.2160891548629,199.0,-0.0011141635477542877,0.32965824007987976,0.6045474410057068,0.005196882877498865,0.0513671875,0.0003,10635
157,321536,1600,-990.2100197765151,199.0,-0.012633909471333027,0.34358710050582886,0.6057132482528687,0.0061859870329499245,0.06240234375,0.0003,10636
158,323584,1616,-950.790117342347,199.0,0.001512870192527771,0.5551982522010803,0.6048725843429565,0.004633029457181692,0.0517578125,0.0003,10637
159,325632,1624,-933.2356553048085,199.0,-0.003116648644208908,0.34204211831092834,0.5963201522827148,0.0055470955558121204,0.068896484375,0.0003,10638
160,327680,1632,-925.3922491250305,199.0,-0.00032887235283851624,0.2883564531803131,0.5869451761245728,0.004838956519961357,0.03544921875,0.0003,10640
161,329728,1648,-944.7498208863841,199.0,-0.001933382824063301,0.4826394021511078,0.5846251845359802,0.0030800767708569765,0.046337890625,0.0003,10641
162,331776,1656,-923.2018567025996,199.0,0.0012931041419506073,0.28884515166282654,0.5771898031234741,0.0034228721633553505,0.03759765625,0.0003,10642
163,333824,1664,-905.1325617340017,199.0,0.008594672195613384,0.156773179769516,0.5657006502151489,0.007080460898578167,0.05771484375,0.0003,10643
164,335872,1672,-897.6212486721284,199.0,0.007021915167570114,0.5407390594482422,0.5569420456886292,0.006071439012885094,0.094677734375,0.0003,10644
165,337920,1688,-907.5289046151262,199.0,0.0024445662274956703,0.5804249048233032,0.5554739236831665,0.006684754975140095,0.06884765625,0.0003,10645
166,339968,1696,-903.3507561875282,199.0,0.0008703884668648243,0.24249321222305298,0.5470499396324158,0.00309546897187829,0.0517578125,0.0003,10646
167,342016,1704,-902.3937792576811,199.0,-0.005209773778915405,0.3468172550201416,0.5447964072227478,0.0039397310465574265,0.059130859375,0.0003,10647
168,344064,1720,-854.042441564388,199.0,-0.006093934178352356,0.4434353709220886,0.542450487613678,0.004870295524597168,0.052685546875,0.0003,10647
169,346112,1728,-864.1497427177206,199.0,0.0006529376842081547,0.1496533751487732,0.5452703833580017,0.007433499209582806,0.066162109375,0.0003,10648
170,348160,1736,-857.5120018242045,199.0,-0.0022083893418312073,0.23830083012580872,0.5421628952026367,0.003495002631098032,0.037060546875,0.0003,10648
171,350208,1744,-862.9514251625685,199.0,-0.006085304543375969,0.2840847969055176,0.5336827635765076,0.004345282446593046,0.049072265625,0.0003,10649
172,352256,1760,-857.3082574419047,199.0,0.006852247752249241,0.4418553411960602,0.5307378172874451,0.0047703394666314125,0.039013671875,0.0003,10649
173,354304,1768,-838.304941925001,199.0,0.0018970388919115067,0.2938380241394043,0.5338148474693298,0.005508003756403923,0.081201171875,0.0003,10650
174,356352,1776,-839.3576091606283,199.0,0.007589755579829216,0.28782355785369873,0.534542977809906,0.007470353506505489,0.05185546875,0.0003,10650
175,358400,1792,-853.1978667186828,199.0,-7.247645407915115e-05,0.445064902305603,0.5320132970809937,0.005495613906532526,0.045068359375,0.0003,10651
176,360448,1800,-870.6545460241562,199.0,0.008496791124343872,0.2700463831424713,0.5303107500076294,0.007482675835490227,0.0423828125,0.0003,10651
177,362496,1808,-857.2465129509926,199.0,-0.002861693501472473,0.36528700590133667,0.5214963555335999,0.001772556221112609,0.058056640625,0.0003,10652
178,364544,1816,-836.7891242620917,199.0,-0.002448592334985733,0.22065050899982452,0.5193625092506409,0.0023884298279881477,0.04931640625,0.0003,10653
179,366592,1832,-836.5484381809372,199.0,0.004745848942548037,0.4062645733356476,0.5102928876876831,0.005288958083838224,0.0533203125,0.0003,10653
180,368640,1840,-838.9324304523622,199.0,-0.0024061352014541626,0.25839731097221375,0.5005965828895569,0.006457091774791479,0.056640625,0.0003,10654
181,370688,1848,-857.7800723341974,199.0,-0.0030914917588233948,0.22810512781143188,0.5007504820823669,0.0028142728842794895,0.045703125,0.0003,10655
182,372736,1856,-865.5704857842724,199.0,-0.001609254628419876,0.1992577612400055,0.48602965474128723,0.0029554276261478662,0.056201171875,0.0003,10656
183,374784,1872,-811.9029955466312,199.0,0.0010003745555877686,0.3304935097694397,0.48798513412475586,0.00650347676128149,0.059912109375,0.0003,10657
184,376832,1880,-796.4885748604461,199.0,-0.010130897164344788,0.17946620285511017,0.48926541209220886,0.007947302423417568,0.080322265625,0.0003,10657
185,378880,1888,-800.2815369827829,199.0,0.0011951029300689697,0.287319153547287,0.4859849214553833,0.0066734966821968555,0.04326171875,0.0003,10657
186,380928,1904,-897.9683595316662,199.0,-0.0065963901579380035,0.5013127326965332,0.4835004508495331,0.006291013211011887,0.05654296875,0.0003,10658
187,382976,1912,-846.8609945693945,199.0,0.0032818764448165894,0.23226572573184967,0.4841308891773224,0.0098018953576684,0.0630859375,0.0003,10659
188,385024,1920,-802.9126893064579,199.0,0.003013983368873596,0.21934422850608826,0.47889140248298645,0.003253671107813716,0.0681640625,0.0003,10660
189,387072,1928,-806.5027916287529,199.0,-0.005520462989807129,0.2756533920764923,0.4681754410266876,0.00873391143977642,0.06279296875,0.0003,10661
