update,global_step,segments_completed,model_segment_return_20,mean_segment_horizon_20,mean_uncertainty,uncertainty_terminations,policy_loss,value_loss,approx_kl,clip_fraction,mean_advantage_weight,sps
48,196608,39296,-0.24394969195127486,5.0,2.232675251434557e-05,0,-0.0009853988885879517,12.3046875,0.0007740689907222986,0.000439453125,1.0,17548
49,200704,40128,-0.4706313941627741,5.0,1.9421497199800797e-05,0,-0.003275417722761631,14.599466323852539,0.0002934408839792013,4.8828125e-05,1.0,17582
50,204800,40960,-0.13183769527822733,5.0,1.820252145989798e-05,0,0.005302772857248783,8.561854362487793,0.0019312739605084062,0.00107421875,1.0,17615
51,208896,41760,-3.445731909573078,5.0,1.349423109786585e-05,0,-0.0013401694595813751,5.651759147644043,0.002223001327365637,0.001318359375,1.0,17649
52,212992,42592,-6.81606817021966,5.0,1.3536495316657238e-05,0,-0.000768161378800869,7.249176025390625,0.0008188782958313823,0.0033203125,1.0,17685
53,217088,43392,-5.373639483377337,5.0,1.7662054233369417e-05,0,-0.0022062305361032486,12.795238494873047,0.0002666459768079221,9.765625e-05,1.0,17616
54,221184,44224,-5.840877155214548,5.0,2.9154118237784132e-05,0,-9.079277515411377e-05,15.234554290771484,0.00023348815739154816,0.000439453125,1.0,17598
55,225280,45056,-9.093431625887751,5.0,2.9159429686842486e-05,0,-0.0013843057677149773,12.322294235229492,0.001250547356903553,0.000927734375,1.0,17621
56,229376,45856,-5.744944861344993,5.0,2.2070116756367497e-05,0,-0.001120302826166153,10.345895767211914,0.0006530630053021014,0.00927734375,1.0,17628
57,233472,46688,-8.258949498832227,5.0,1.7598038539290428e-05,0,-0.005058798007667065,6.981241226196289,0.0009327778243459761,0.0025390625,1.0,17659
58,237568,47488,-5.4700524266809225,5.0,1.3746409422310535e-05,0,-0.00315388897433877,7.335869789123535,0.0023275602143257856,0.00146484375,1.0,17666
59,241664,48320,-2.929285817220807,5.0,1.3121484698785935e-05,0,-0.0055272504687309265,10.743956565856934,0.0026734094135463238,0.01552734375,1.0,17657
60,245760,49152,-3.3171837642788886,5.0,1.6918726032599807e-05,0,0.0003572031855583191,7.48037052154541,0.0013919905759394169,0.00087890625,1.0,17663
61,249856,49952,-5.414019399136305,5.0,2.4484779714839533e-05,0,0.0017653927206993103,10.34036922454834,0.0011909161694347858,0.001171875,1.0,17681
62,253952,50784,-0.5404189370572567,5.0,2.4370128812734038e-05,0,-0.008806906640529633,8.420023918151855,0.0024571053218096495,0.003759765625,1.0,17687
63,258048,51584,-3.591546209156513,5.0,2.8728707547998056e-05,0,0.0015838779509067535,7.602627277374268,0.000305050314636901,0.00029296875,1.0,17708
64,262144,52416,-5.724525126814842,5.0,2.621586281748023e-05,0,-0.0015230830758810043,6.477907180786133,0.0014627277851104736,0.001123046875,1.0,17725
65,266240,53248,-0.12751680202782154,5.0,1.8993929188582115e-05,0,-0.0010001026093959808,4.415874481201172,0.0018330569146201015,0.000537109375,1.0,17731
66,270336,54048,-3.769877151399851,5.0,3.637024201452732e-05,0,-0.004688546061515808,10.305502891540527,0.002615152858197689,0.004443359375,1.0,17752
67,274432,54880,-2.376763212122023,5.0,2.2010008251527324e-05,0,-0.00016265083104372025,3.7136058807373047,0.0004733328241854906,0.003564453125,1.0,17754
68,278528,55680,-6.637319599837065,5.0,2.3196394977276213e-05,0,-0.0031307642348110676,10.526159286499023,0.0002417392679490149,0.000341796875,1.0,17755
69,282624,56512,-4.181837712228298,5.0,2.2118512788438238e-05,0,0.0016331709921360016,8.753990173339844,0.0019156084163114429,0.0166015625,1.0,17771
70,286720,57344,-8.972183128073812,5.0,2.4159133317880332e-05,0,-0.0014002099633216858,5.67839241027832,0.0013569401344284415,0.00029296875,1.0,17749
71,290816,58144,-6.41131523437798,5.0,1.8701119188335724e-05,0,-0.007585732266306877,9.099337577819824,0.0028958485927432775,0.012158203125,1.0,17728
72,294912,58976,-9.12107499614358,5.0,2.6875095500145108e-05,0,-0.0011292258277535439,9.992403030395508,0.0012957141734659672,0.00048828125,1.0,17715
73,299008,59776,-6.679860072955489,5.0,3.0722469091415405e-05,0,-0.0002086777240037918,6.911513328552246,0.001616064109839499,0.0068359375,1.0,17728
74,303104,60608,-4.903683529421687,5.0,1.3522113476938102e-05,0,0.002292947843670845,6.516742706298828,0.0012432244839146733,0.000634765625,1.0,17720
75,307200,61440,-4.487574702128768,5.0,2.475703149684705e-05,0,0.0011967923492193222,7.5854644775390625,0.0019681486301124096,0.00703125,1.0,17704
76,311296,62240,-2.787209712341428,5.0,3.466482667136006e-05,0,-0.008202197030186653,9.285402297973633,0.0027355256024748087,0.00322265625,1.0,17723
77,315392,63072,-1.6338652472943067,5.0,2.261036934214644e-05,0,0.004941187798976898,8.261031150817871,0.0004329933144617826,0.001220703125,1.0,17745
78,319488,63872,-6.708316484466195,5.0,2.8976741305086762e-05,0,-0.0029912330210208893,6.837508201599121,0.0015694289468228817,0.00244140625,1.0,17768
79,323584,64704,-5.48719251267612,5.0,2.0235902411513962e-05,0,-0.007501752115786076,10.857563018798828,0.0009264116524718702,0.003955078125,1.0,17790
80,327680,65536,-2.040337850525975,5.0,2.5792254746193066e-05,0,-0.001207245048135519,8.843568801879883,0.0010462576756253839,4.8828125e-05,1.0,17796
81,331776,66336,-7.150508169084787,5.0,1.562886973260902e-05,0,0.0028370656073093414,5.216124534606934,0.0006597806350328028,0.0015625,1.0,17799
82,335872,67168,-4.439202476479113,5.0,2.8360293072182685e-05,0,-0.0016636922955513,6.730571746826172,0.0029394791927188635,0.0037109375,1.0,17821
83,339968,67968,-1.1420387946069241,5.0,2.371868322370574e-05,0,-0.002584986388683319,9.059332847595215,0.0025673534255474806,0.002099609375,1.0,17777
84,344064,68800,-5.913308709859848,5.0,2.9975473808008246e-05,0,0.005065619014203548,7.192384719848633,0.0008609970682300627,0.001171875,1.0,17599
85,348160,69632,-3.6675370994955303,5.0,2.5328869014629163e-05,0,-0.000795239582657814,7.850592136383057,0.0004187400045339018,0.000390625,1.0,17558
86,352256,70432,-2.7885989267379045,5.0,2.047261114057619e-05,0,0.0007851440459489822,7.8947343826293945,0.00046300998656079173,0.000341796875,1.0,17560
87,356352,71264,-0.9856002751737833,5.0,2.5466868464718573e-05,0,-0.010393311269581318,10.662848472595215,0.0023112790659070015,0.006689453125,1.0,17561
88,360448,72064,-11.70340563133359,5.0,2.3330429030465893e-05,0,-0.004772370681166649,4.9118242263793945,0.00027743534883484244,4.8828125e-05,1.0,17559
89,364544,72896,-5.105204584449529,5.0,2.7809910534415394e-05,0,-0.005490900948643684,8.49429702758789,0.001497780904173851,0.001513671875,1.0,17554
90,368640,73728,-3.216346976906061,5.0,1.4562716387445107e-05,0,0.003582354635000229,4.922328948974609,0.0011124747106805444,0.003857421875,1.0,17553
91,372736,74528,-9.873682804778218,5.0,2.52584031841252e-05,0,-0.00700520072132349,7.380563735961914,0.0005971139180473983,0.001220703125,1.0,17554
92,376832,75360,-4.015666892006993,5.0,1.980545675905887e-05,0,-0.004171149805188179,7.620140075683594,0.0008164619212038815,0.0025390625,1.0,17558
93,380928,76160,-4.045161163806915,5.0,1.3980792573420331e-05,0,-0.0013385042548179626,7.101154327392578,0.0008252947591245174,0.000146484375,1.0,17560
94,385024,76992,-6.521858192235231,5.0,1.1452678336354438e-05,0,-0.0030115265399217606,9.112011909484863,0.002274185884743929,0.00068359375,1.0,17548
95,389120,77824,-6.5613697923719885,5.0,1.7927832232089713e-05,0,0.0009667817503213882,9.666922569274902,0.0005531141068786383,0.0060546875,1.0,17529
96,393216,78624,-4.202161571010947,5.0,2.0634270185837522e-05,0,-0.0030080443248152733,9.077739715576172,0.0002274498692713678,0.0,1.0,17506
97,397312,79456,-0.7301886543631554,5.0,1.8536855350248516e-05,0,0.0023728124797344208,7.426815509796143,0.0001666820899117738,0.0,1.0,17490
98,401408,80256,-1.1900624565780162,5.0,2.3724651327938773e-05,0,-0.012169983237981796,11.638630867004395,0.002735863206908107,0.009130859375,1.0,17479
99,405504,81088,-6.700717504695058,5.0,1.54373610712355e-05,0,0.00036368053406476974,6.506603717803955,0.0010914821177721024,0.003466796875,1.0,17466
100,409600,81920,-1.570088629424572,5.0,2.2381869712262414e-05,0,0.007331621367484331,6.910992622375488,0.0008567551267333329,0.00244140625,1.0,17443
101,413696,82720,-4.0219513610005375,5.0,2.970728928630706e-05,0,-0.0007247999310493469,9.813865661621094,0.00015265797264873981,9.765625e-05,1.0,17428
102,417792,83552,-2.4853653658181427,5.0,2.7426065571489744e-05,0,-0.003263525664806366,7.835003852844238,0.00047715846449136734,0.000244140625,1.0,17413
103,421888,84352,-6.089808666333556,5.0,2.3484295525122434e-05,0,-0.0025240443646907806,11.984684944152832,0.0001718411804176867,0.0,1.0,17376
104,425984,85184,-3.8012622486799956,5.0,3.343211210449226e-05,0,-0.010117297060787678,6.753312110900879,0.00035984470741823316,0.0005859375,1.0,17360
105,430080,86016,-2.9987950302660464,5.0,2.815435618686024e-05,0,-0.0034594926983118057,9.441934585571289,0.0005332527798600495,0.000341796875,1.0,17353
106,434176,86816,-3.1522477071732284,5.0,2.4298487915075384e-05,0,-3.867782652378082e-05,7.18386173248291,0.00043596047908067703,0.0,1.0,17355
107,438272,87648,-0.23399013467133045,5.0,3.26032932207454e-05,0,0.00214599072933197,7.769051551818848,6.64444814901799e-05,0.0,1.0,17361
108,442368,88448,-1.467342710122466,5.0,3.878969437209889e-05,0,4.1960738599300385e-06,6.3938822746276855,0.00016655510989949107,0.0,1.0,17363
109,446464,89280,-4.114047740772366,5.0,2.536611646064557e-05,0,-0.000939088175073266,4.6407670974731445,0.0005297324387356639,0.000146484375,1.0,17348
110,450560,90112,-10.210914857313037,5.0,3.3902961149578914e-05,0,-0.002505803480744362,9.539346694946289,0.00024814362404868007,9.765625e-05,1.0,17329
111,454656,90912,-5.515862689167261,5.0,2.6371993953944184e-05,0,0.0008055679500102997,6.5492095947265625,0.0003078598529100418,0.0,1.0,17253
112,458752,91744,-3.7987263038754464,5.0,2.8445609132177196e-05,0,0.0020978846587240696,4.878104209899902,0.0019858928862959146,0.00078125,1.0,17249
113,462848,92544,-0.8157557379454374,5.0,3.6193170672049746e-05,0,-0.0006603226065635681,10.50308895111084,5.3306808695197105e-05,0.0,1.0,17243
114,466944,93376,-6.982859501615167,5.0,2.3078418962541036e-05,0,0.00021014828234910965,8.380487442016602,6.694567855447531e-05,0.0,1.0,17243
115,471040,94208,-6.467831920087337,5.0,2.0888674043817446e-05,0,-0.00454565417021513,6.882750511169434,0.00017725427460391074,0.0,1.0,17258
116,475136,95008,-2.3444963689893483,5.0,2.4419989131274633e-05,0,0.0008261147886514664,6.658567428588867,3.280548844486475e-05,0.0,1.0,17261
117,479232,95840,-3.4101743306964636,5.0,4.009842450614087e-05,0,9.097345173358917e-05,8.554376602172852,1.1549622286111116e-05,0.0,1.0,17270
118,483328,96640,-3.122398777678609,5.0,2.180030060117133e-05,0,-0.0008356603793799877,5.903269290924072,2.2553664166480303e-05,0.0,1.0,17284
119,487424,97472,-6.229505259916186,5.0,2.7971605959464796e-05,0,0.00047377124428749084,8.390844345092773,0.00013307930203154683,0.0,1.0,17283
120,491520,98304,-4.832722695544362,5.0,2.9001121220062487e-05,0,-0.0013187555596232414,6.130581855773926,3.146359813399613e-05,0.0,1.0,17300
121,495616,99104,-5.971590708754957,5.0,3.1656243663746864e-05,0,-0.00010692141950130463,5.5557756423950195,1.4841207303106785e-06,0.0,1.0,17308
122,499712,99936,-6.484621664881706,5.0,1.8498187273507938e-05,0,-0.0002580508589744568,7.028630256652832,1.0412171832285821e-05,0.0,1.0,17323
