member,epoch,train_normalized_mse,validation_one_step_mse
1,74,0.00028278307749847014,3.08586390929122e-06
1,75,0.00033444592035822724,8.61048283695709e-06
1,76,0.0002612903602759107,3.77638457393914e-06
1,77,0.00012724877700599936,4.200505827611778e-06
1,78,0.00022380843971484576,2.4351809770450927e-05
2,1,0.11014540650424914,6.230248254723847e-05
2,2,0.0030484258168666685,0.00013776248670183122
2,3,0.0024963436749450753,7.728421769570559e-05
2,4,0.002227940987737262,0.00011840624938486144
2,5,0.002243717875577595,8.379189239349216e-05
2,6,0.002199959050779404,7.342867320403457e-05
2,7,0.0019260311342040874,6.310364551609382e-05
2,8,0.0018793577509825282,6.12184448982589e-05
2,9,0.001905917378574112,6.147228850750253e-05
2,10,0.0017464122560754075,4.429429100127891e-05
2,11,0.001870971974782599,5.6617293012095615e-05
2,12,0.0015111465971831364,8.90712981345132e-05
2,13,0.001363370601148082,5.353234155336395e-05
2,14,0.0014087787987217151,4.671843271353282e-05
2,15,0.0013675192485724835,4.255248495610431e-05
2,16,0.0012851887671636623,3.163772635161877e-05
2,17,0.0013814470118946067,3.375478263478726e-05
2,18,0.0010907706833811037,2.4349950763280503e-05
2,19,0.0009062319932629924,2.9727554647251964e-05
2,20,0.001059077332588107,2.1420741177280433e-05
2,21,0.0008552083979668932,2.0910974853904918e-05
2,22,0.0007557087344975873,2.4463193767587654e-05
2,23,0.0007141055926799168,2.1555268176598474e-05
2,24,0.0006513514930852893,1.610131948837079e-05
2,25,0.0010681378265205064,2.378688077442348e-05
2,26,0.0007182120580745313,2.6571491616778076e-05
2,27,0.0006098206655174836,2.0563469661283307e-05
2,28,0.0005590719971995381,1.3632277841679752e-05
2,29,0.00043653954146381286,1.649330442887731e-05
2,30,0.0004614563680488212,9.211576070811134e-06
2,31,0.0003666628453499465,8.83946631802246e-06
2,32,0.0004959435767269575,1.0504128113097977e-05
2,33,0.0003585094358773984,5.73240822632215e-06
2,34,0.0003888511427946482,9.689774742582813e-06
2,35,0.0005984017801459389,3.558023308869451e-05
2,36,0.0006407700400699381,8.090269147942308e-06
2,37,0.0002741654054832884,4.9614618546911515e-06
2,38,0.0003305478655370555,5.052161213825457e-06
2,39,0.0004090227650202391,5.572635473072296e-06
2,40,0.00022314901435373463,7.888737854955252e-06
2,41,0.00030741327331767907,5.657940164383035e-06
2,42,0.0002249852244281414,4.4073344724893104e-06
2,43,0.00021437418201013754,4.031388925795909e-06
2,44,0.00042320613168949934,1.215337761095725e-05
2,45,0.0002714146504986502,6.755324648111127e-06
2,46,0.0003337951175397503,5.212671112531098e-06
2,47,0.00022659613879806787,3.949697656935314e-06
2,48,0.0003002988525650742,4.53213942819275e-06
2,49,0.000357423239102731,5.2034233704034705e-06
2,50,0.0002668446063021264,6.790539828216424e-06
2,51,0.00021018225207267667,3.2717825888539664e-06
2,52,0.000329778528495717,1.0603970622469205e-05
2,53,0.000525538069205767,6.5742556216719095e-06
2,54,0.0005153426315099787,1.223901108460268e-05
2,55,0.00019742311259910526,3.803772642640979e-06
2,56,0.0002388101839946509,9.242548003385309e-06
2,57,0.00018316430958206152,5.703372607968049e-06
2,58,0.0003341603970557591,4.583291229209863e-06
2,59,0.00021212634197953945,1.8462179696143721e-06
2,60,0.0002653486332476979,6.724909326294437e-06
2,61,0.00027349214818832193,4.072046522196615e-06
2,62,0.00023480824104924386,8.07767082733335e-06
2,63,0.0003471619077731655,6.921745807630941e-06
2,64,0.00017286508546990006,3.2896418815653306e-06
2,65,0.0001379062729998976,6.108077286626212e-06
2,66,0.00039274985634669317,4.6186418330762535e-05
2,67,0.00036063974187685086,5.517656973097473e-06
2,68,0.00018932222900644823,3.129326432826929e-05
2,69,0.0003852721587618685,8.61429998622043e-06
2,70,0.0001656499120556518,2.420967120997375e-06
2,71,0.00023765820368496402,3.199774482709472e-06
3,1,0.11664161271557585,0.00013937047333456576
3,2,0.003507335880044109,5.278881872072816e-05
3,3,0.002786185109680655,5.800198050565086e-05
3,4,0.002666526586400629,5.666136712534353e-05
3,5,0.0024279008083782374,6.304593262029812e-05
3,6,0.002173833343820619,4.295844701118767e-05
3,7,0.002110046705518828,5.922929631196894e-05
3,8,0.0025603775612403307,6.951694376766682e-05
3,9,0.0020947479535990817,6.451440276578069e-05
3,10,0.001857439949777996,5.008331936551258e-05
3,11,0.0016922677349540285,5.08635894220788e-05
3,12,0.0016487688798504047,3.5148983442923054e-05
3,13,0.0015877806619665194,4.007802999694832e-05
3,14,0.001560109882267476,4.4203039578860626e-05
3,15,0.0015177868714406385,5.6050623243208975e-05
3,16,0.0011681984049036695,2.069160655082669e-05
3,17,0.0011389158671577938,5.70292177144438e-05
3,18,0.000979335175803814,3.889185973093845e-05
3,19,0.0009791423313685213,2.660471545823384e-05
3,20,0.0009210920548319257,2.86468566628173e-05
3,21,0.0009793179497605924,2.087166467390489e-05
3,22,0.000841028805256341,1.6464098735013977e-05
3,23,0.0007877065819670643,2.788797064567916e-05
3,24,0.0007414840714420758,1.3060121091257315e-05
3,25,0.0006228600896307752,4.0875154809327796e-05
3,26,0.0005970434715294732,1.8332575564272702e-05
3,27,0.0005109234445335612,1.027348389470717e-05
3,28,0.00048725269226666487,1.3942989426141139e-05
3,29,0.0006078698643772923,2.0621722796931863e-05
3,30,0.0005587918547955234,1.5109289961401373e-05
3,31,0.0004356603978988219,1.6608022633590735e-05
3,32,0.0004218423058787295,9.741167559695896e-06
3,33,0.00035965021045894084,9.08133642951725e-06
3,34,0.0004005843930353269,1.8849097614292987e-05
3,35,0.00045110953046618486,9.715163287182804e-06
3,36,0.00036755193414707087,1.1375338544894475e-05
3,37,0.00028727361864832256,7.969666512508411e-06
3,38,0.00036235856777445914,6.081409537728177e-06
3,39,0.0005658514160368327,1.0899392691499088e-05
3,40,0.0004493891873293885,9.728860277391504e-06
3,41,0.0009217561481302772,1.4941169865778647e-05
3,42,0.000572568532395408,1.2098489605705254e-05
3,43,0.0002451814033849591,4.915988029097207e-06
3,44,0.0002504812459639295,1.0799643860082142e-05
3,45,0.0002749694491559659,1.0311528058082331e-05
3,46,0.0002610453822293235,7.066159014357254e-06
3,47,0.0004183661291450612,3.036408634216059e-05
3,48,0.0011449100306507448,1.6175597920664586e-05
3,49,0.0002934489711365198,7.74761338107055e-06
3,50,0.000259710250126824,1.015498855849728e-05
3,51,0.00032208102201850453,5.642669293592917e-06
3,52,0.0004775654405779798,6.384140760928858e-06
3,53,0.0002969341147178201,1.0996059245371725e-05
3,54,0.0001740660946966282,4.9245973059441894e-06
3,55,0.00024644902714157267,3.0930743832868757e-06
3,56,0.00015870757892169835,9.34248419071082e-06
3,57,0.00017899084461722638,3.175387973897159e-06
3,58,0.00028633937604204287,4.1700212022988126e-05
3,59,0.0003232120455165893,5.2134487305011135e-06
3,60,0.0002433197532446534,7.093734893715009e-06
3,61,0.000320649726603361,5.19920104125049e-06
3,62,0.00014653983532493867,4.613774308381835e-06
3,63,0.0001922081457177568,4.668536348617636e-06
3,64,0.00018328895905863937,5.250160484138178e-06
3,65,0.0005669186539493019,1.0760844816104509e-05
3,66,0.0005491619768342497,4.96956636197865e-06
3,67,0.0003244530626328172,5.67528695682995e-06
4,1,0.10314437865788051,6.69343862682581e-05
4,2,0.0033116622074139705,5.318098919815384e-05
4,3,0.0026965949805414532,5.432715261122212e-05
4,4,0.0026414168772865127,6.050444790162146e-05
4,5,0.002369659330952516,6.584468792425469e-05
4,6,0.0022818650926282485,6.466592458309606e-05
4,7,0.0022105063174584867,5.483509085024707e-05
4,8,0.0020937221124768257,6.744740676367655e-05
4,9,0.0020125852917400743,8.625535701867193e-05
4,10,0.0017461039895864518,5.258891178527847e-05
4,11,0.0016000768890320509,6.120884063420817e-05
4,12,0.0016054234397889257,4.7766683564987034e-05
4,13,0.001695156924403224,5.856724237673916e-05
4,14,0.0014981367764945895,6.215940084075555e-05
4,15,0.001492147743575555,3.229750655009411e-05
4,16,0.0012186608178296082,3.99208402086515e-05
4,17,0.0010971156921867663,4.782882024301216e-05
4,18,0.0011112716124783851,4.195513974991627e-05
4,19,0.0009957716360373232,3.7035126297269017e-05
4,20,0.0010178180698632011,2.4713452148716897e-05
4,21,0.0009327302322580064,3.1697807571617886e-05
4,22,0.0009840325998883143,2.431041866657324e-05
4,23,0.0008048589578790819,1.892534419312142e-05
4,24,0.0007010221351151955,2.643595144036226e-05
4,25,0.0006331585475247517,1.8372047634329647e-05
4,26,0.0007035875912281318,2.231769758509472e-05
4,27,0.0006279016798799604,2.6668709324439988e-05
4,28,0.0005001791208833729,1.657031498325523e-05
4,29,0.0005219476012219451,1.9368910216144286e-05
4,30,0.0005498675280590863,1.4682086657558102e-05
4,31,0.0004881477258644516,2.5079265469685197e-05
4,32,0.000519354272602682,1.1328921573294792e-05
4,33,0.00041316162490787566,1.1201315828657243e-05
4,34,0.00033227756890562597,8.191334927687421e-06
4,35,0.00033971693040487125,6.157560164865572e-06
4,36,0.0003543948792667266,7.159504093579017e-06
4,37,0.0003202828728216691,9.00744544196641e-06
4,38,0.0005775425012178704,9.85628958005691e-06
4,39,0.00043264657442238267,1.249919478141237e-05
4,40,0.0003614258880985586,7.202056167443516e-06
4,41,0.00025470391021835344,8.817790330795106e-06
4,42,0.00021549204004965412,7.0163787313504145e-06
4,43,0.00036554286325941475,1.0825905519595835e-05
4,44,0.0003980245755033641,3.347934807607089e-06
4,45,0.00033292023723630043,7.450644716300303e-06
4,46,0.00033614324864281034,5.433597380033461e-06
4,47,0.0002996310431729917,4.094124051334802e-06
4,48,0.00016158248183520662,5.472796146932524e-06
4,49,0.000247118269320697,7.844858373573516e-06
4,50,0.00019501918284241926,6.9169905145827215e-06
4,51,0.0004815152338642767,5.860798410139978e-06
4,52,0.00021987213978946348,1.3223389032646082e-05
4,53,0.00047442326121691357,5.689177214662777e-06
4,54,0.00029318601607553085,5.45886132385931e-06
4,55,0.00024151633303789403,4.255794920027256e-06
4,56,0.00022512686715679076,3.5807067888526944e-06
