update,global_step,segments_completed,model_segment_return_20,mean_segment_horizon_20,mean_uncertainty,uncertainty_terminations,policy_loss,value_loss,approx_kl,clip_fraction,mean_advantage_weight,sps
1,4096,800,-0.14749642722308637,5.0,1.9731163774849847e-05,0,-0.0011908896267414093,33.87178039550781,0.004716202616691589,0.03564453125,1.0,16171
2,8192,1632,-8.220149593055249,5.0,1.6589599908911623e-05,0,-0.0016546528786420822,21.65730857849121,0.0034308803733438253,0.00576171875,1.0,17800
3,12288,2432,-5.178155035525561,5.0,2.6138441171497107e-05,0,-0.002403752412647009,15.711917877197266,0.0006567258387804031,0.00498046875,1.0,18446
4,16384,3264,-4.148815295659006,5.0,2.587908966233954e-05,0,-0.0030746255069971085,29.792682647705078,0.004402731545269489,0.01298828125,1.0,18777
5,20480,4096,-3.577395385876298,5.0,2.3119529942050576e-05,0,-0.011316883377730846,15.134491920471191,0.0024760528467595577,0.012939453125,1.0,19011
6,24576,4896,-7.61731242313981,5.0,2.611289528431371e-05,0,0.010510968044400215,22.064743041992188,0.0022707467433065176,0.013134765625,1.0,19139
7,28672,5728,-5.5882761474698786,5.0,1.1582966180867516e-05,0,-0.00811244547367096,22.755353927612305,0.002106440719217062,0.012451171875,1.0,19215
8,32768,6528,-3.897549718618393,5.0,9.95356276689563e-06,0,-0.0024593286216259003,18.19915008544922,0.0029956852085888386,0.008349609375,1.0,19283
9,36864,7360,-3.7242644533514975,5.0,2.499906622688286e-05,0,-0.005080360919237137,25.935453414916992,0.0016971011646091938,0.01787109375,1.0,19335
10,40960,8192,-7.477356456965208,5.0,1.8838893083739094e-05,0,-0.004062306135892868,17.64261245727539,0.005039648152887821,0.011181640625,1.0,19397
11,45056,8992,-10.836069481447339,5.0,1.748010799929034e-05,0,-0.0014053387567400932,23.423398971557617,0.00048079912085086107,0.011767578125,1.0,19437
12,49152,9824,-5.594021017849445,5.0,8.743249054532498e-06,0,0.004289114847779274,14.790260314941406,0.003468624781817198,0.013037109375,1.0,19456
13,53248,10624,-5.250769075751305,5.0,1.994296326301992e-05,0,0.0037770532071590424,24.180492401123047,0.0010553359752520919,0.002294921875,1.0,19491
14,57344,11456,-4.192591831460595,5.0,3.586664388421923e-05,0,-0.001703706569969654,16.496997833251953,0.00153539446182549,0.0060546875,1.0,19490
15,61440,12288,-4.179091814905405,5.0,2.569808202679269e-05,0,-0.0007526092231273651,14.380800247192383,0.00166652153711766,0.00703125,1.0,19360
16,65536,13088,-6.771293804422021,5.0,2.5699879188323393e-05,0,0.002719128504395485,16.9921875,0.004496836103498936,0.01962890625,1.0,19333
17,69632,13920,-8.790088890120387,5.0,1.9184095435775816e-05,0,-0.001988353207707405,11.479938507080078,0.0030699754133820534,0.0037109375,1.0,19359
18,73728,14720,-0.9593796741217375,5.0,3.2119511160999537e-05,0,0.0006255321204662323,17.24445343017578,0.0014360981294885278,0.002978515625,1.0,19323
19,77824,15552,-2.9204747449606656,5.0,2.7821874027722515e-05,0,0.004279587883502245,12.684435844421387,0.0031839243602007627,0.009228515625,1.0,19250
