update,global_step,segments_completed,model_segment_return_20,mean_segment_horizon_20,mean_uncertainty,uncertainty_terminations,policy_loss,value_loss,approx_kl,clip_fraction,mean_advantage_weight,sps
1,4096,192,-18.85141117274761,20.0,1.8062874005408958e-05,0,-0.129369854927063,84.95110321044922,0.0012985370121896267,0.00947265625,0.8475795984268188,14456
2,8192,384,-20.175471273064613,20.0,1.5857111065997742e-05,0,-0.15376237034797668,98.081787109375,0.0021519011352211237,0.0029296875,0.8570612072944641,15727
3,12288,608,-5.393224367499352,20.0,2.5871926482068375e-05,0,-0.15008553862571716,168.20603942871094,0.003066714620217681,0.005078125,0.8482460379600525,13067
4,16384,800,-0.9197998873889446,20.0,2.9852857551304623e-05,0,-0.17439767718315125,148.69448852539062,0.003672750433906913,0.02353515625,0.8396601676940918,13274
5,20480,1024,-6.328797522187233,20.0,1.566499486216344e-05,0,-0.14549009501934052,110.92991638183594,0.0029484331607818604,0.0095703125,0.8607817888259888,13817
6,24576,1216,-17.324578961730005,20.0,2.606413545436226e-05,0,-0.17463824152946472,120.28598022460938,0.0015841310378164053,0.01279296875,0.8472443222999573,14282
7,28672,1408,-18.12662912607193,20.0,2.138846684829332e-05,0,-0.14415444433689117,73.55793762207031,0.003837179858237505,0.023291015625,0.8563432097434998,14500
8,32768,1632,-17.131140254437923,20.0,1.5751822502352297e-05,0,-0.13621142506599426,47.23094940185547,0.0062494101002812386,0.010205078125,0.8807916641235352,14768
9,36864,1824,-17.899125500768424,20.0,2.396815034444444e-05,0,-0.15144556760787964,81.12149810791016,0.005594702437520027,0.052978515625,0.8717789649963379,15010
10,40960,2048,-14.522088906168937,20.0,3.6203255149303004e-05,0,-0.1516827940940857,83.66229248046875,0.0037554409354925156,0.007373046875,0.8614720106124878,15202
11,45056,2240,-18.432658483833073,20.0,2.772471088974271e-05,0,-0.14053501188755035,90.5389404296875,0.0028227935545146465,0.0146484375,0.8707993626594543,15363
12,49152,2432,-27.21383874118328,20.0,4.045445894007571e-05,0,-0.1693832278251648,65.77822875976562,0.001889713341370225,0.005908203125,0.8477469682693481,15503
13,53248,2656,-18.484564899653197,20.0,2.458153903717175e-05,0,-0.12071043998003006,100.83698272705078,0.007233229000121355,0.040234375,0.8477227687835693,15631
14,57344,2848,-6.16238592043519,20.0,4.542277383734472e-05,0,-0.17824134230613708,120.1418228149414,0.0042658657766878605,0.018994140625,0.8713669180870056,15743
15,61440,3072,-22.071828174591065,20.0,2.926083470811136e-05,0,-0.15519991517066956,101.49712371826172,0.002055542776361108,0.0029296875,0.8827449679374695,15838
16,65536,3264,-14.532561970502138,20.0,4.629288014257327e-05,0,-0.17043936252593994,138.88685607910156,0.007571414113044739,0.026953125,0.8708161115646362,15916
17,69632,3456,-22.14623109176755,20.0,3.542422564351e-05,0,-0.12283870577812195,77.72203826904297,0.002050235867500305,0.016943359375,0.8905078768730164,15992
18,73728,3680,-2.516443580389023,20.0,6.271067832130939e-05,0,-0.15115776658058167,121.92166137695312,0.005650632549077272,0.0099609375,0.8625918030738831,16061
19,77824,3872,-15.918452759087085,20.0,7.920687494333833e-05,0,-0.16279782354831696,107.35105895996094,0.0034934754949063063,0.014453125,0.8583257794380188,16121
20,81920,4096,-8.01526177674532,20.0,3.508018926368095e-05,0,-0.12548427283763885,64.15985107421875,0.0064924778416752815,0.010595703125,0.8873125314712524,16166
21,86016,4288,-19.249680749326945,20.0,4.074893513461575e-05,0,-0.1440446376800537,87.44345092773438,0.001029776525683701,0.01171875,0.8654102683067322,16218
22,90112,4480,-10.271373012661934,20.0,3.230685251764953e-05,0,-0.15833337604999542,66.71109771728516,0.0038229450583457947,0.008935546875,0.8716976642608643,16264
23,94208,4704,-16.8360443636775,20.0,5.1300125051056966e-05,0,-0.1569943130016327,102.29723358154297,0.0005438431398943067,0.00234375,0.8362815976142883,16308
24,98304,4896,-25.773810508847237,20.0,4.241050191922113e-05,0,-0.12656065821647644,99.51298522949219,0.0013757417909801006,0.00419921875,0.8551753759384155,16344
25,102400,5120,-18.39758333042264,20.0,3.085293064941652e-05,0,-0.1717338114976883,119.85165405273438,0.0016342237358912826,0.009375,0.8699778318405151,16380
26,106496,5312,-9.747189411520958,20.0,4.027106479043141e-05,0,-0.1531360149383545,78.01690673828125,0.006596351973712444,0.015234375,0.8544697761535645,16410
27,110592,5504,-14.574757069349289,20.0,4.4440712372306734e-05,0,-0.12870943546295166,55.45184326171875,0.003181788604706526,0.0103515625,0.8879395723342896,16430
28,114688,5728,-16.548976916074754,20.0,4.7272664232878014e-05,0,-0.16687552630901337,85.18557739257812,0.0023109442554414272,0.0177734375,0.8490749597549438,16445
29,118784,5920,-13.641325920820236,20.0,3.940460373996757e-05,0,-0.15080299973487854,88.27961730957031,0.0027269162237644196,0.012158203125,0.8678222298622131,16468
30,122880,6144,-3.1379858657717703,20.0,4.222100687911734e-05,0,-0.1586684137582779,71.1549072265625,0.0006413119845092297,0.005126953125,0.8777756094932556,16485
31,126976,6336,-27.650507036596537,20.0,5.6443004723405465e-05,0,-0.17027392983436584,129.21429443359375,0.0039282189682126045,0.00654296875,0.8708555102348328,16507
32,131072,6528,-19.98484320193529,20.0,3.2824820664245635e-05,0,-0.170360267162323,79.96038055419922,0.0012388017494231462,0.003955078125,0.8738395571708679,16526
33,135168,6752,-20.64754087999463,20.0,5.8913610700983554e-05,0,-0.20242778956890106,137.10826110839844,0.004781538620591164,0.015966796875,0.8468517065048218,16545
34,139264,6944,-7.298745931684971,20.0,4.87308825540822e-05,0,-0.17415279150009155,107.27584838867188,0.0028563556261360645,0.00419921875,0.8697768449783325,16565
35,143360,7168,-19.171505677700043,20.0,5.349088314687833e-05,0,-0.1690005213022232,99.8182144165039,0.003012055531144142,0.006103515625,0.8331344127655029,16585
36,147456,7360,-17.558322669565676,20.0,3.950214522774331e-05,0,-0.207405686378479,144.3163604736328,0.001212210627272725,0.003271484375,0.8485614657402039,16598
37,151552,7552,-13.685272306203842,20.0,4.869279291597195e-05,0,-0.16908182203769684,78.00404357910156,0.0007058981573209167,0.002734375,0.8841935992240906,16614
38,155648,7776,-12.316089916601777,20.0,4.313234967412427e-05,0,-0.16229863464832306,71.67745971679688,0.003276085015386343,0.00283203125,0.8912393450737,16632
39,159744,7968,-6.641608841717243,20.0,3.332177584525198e-05,0,-0.18214774131774902,71.4035415649414,0.0037071346305310726,0.010205078125,0.8776775002479553,16595
40,163840,8192,-27.394746135920286,20.0,5.379442518460564e-05,0,-0.21578431129455566,144.87478637695312,0.0028703249990940094,0.006884765625,0.85155189037323,16604
41,167936,8384,-21.830726762861012,20.0,4.764284676639363e-05,0,-0.20518101751804352,132.68045043945312,0.0008911504410207272,0.00078125,0.8730146288871765,16617
42,172032,8576,-22.458800902217625,20.0,3.6076849937671795e-05,0,-0.21579748392105103,115.71062469482422,0.0006200745701789856,0.012841796875,0.860386848449707,16622
43,176128,8800,-11.96514650657773,20.0,3.499040030874312e-05,0,-0.1619628667831421,86.78541564941406,0.005285639315843582,0.006787109375,0.8825790882110596,16617
44,180224,8992,-30.653271228075027,20.0,2.8083446522941813e-05,0,-0.18875324726104736,91.20547485351562,0.0006945576751604676,9.765625e-05,0.891244113445282,16606
45,184320,9216,-11.759885776042939,20.0,3.7024045013822615e-05,0,-0.14596396684646606,82.7406005859375,0.0021827116142958403,0.001220703125,0.859810471534729,16576
46,188416,9408,-31.068980414420366,20.0,4.154139605816454e-05,0,-0.18697212636470795,109.72925567626953,0.003579125739634037,0.00732421875,0.8572416305541992,16413
47,192512,9600,-17.26015987172723,20.0,3.489266237011179e-05,0,-0.17283764481544495,73.72501373291016,0.0008689971291460097,0.00380859375,0.8876779675483704,16393
48,196608,9824,-19.78511773273349,20.0,4.75832202937454e-05,0,-0.1860262006521225,131.1956787109375,0.0020351605489850044,0.0068359375,0.8578793406486511,16374
49,200704,10016,-15.687145618349314,20.0,3.5561064578359947e-05,0,-0.1933005154132843,88.53929901123047,0.0005841332022100687,0.000439453125,0.8595344424247742,16355
50,204800,10240,-13.857875692099332,20.0,3.4059623430948704e-05,0,-0.19550883769989014,128.58065795898438,0.002190828323364258,0.002587890625,0.8700088858604431,16382
51,208896,10432,-13.84622260928154,20.0,4.892578363069333e-05,0,-0.1572714000940323,101.4910888671875,0.00012092059478163719,0.0,0.8780015110969543,16382
52,212992,10624,-15.042313331365586,20.0,3.196137913619168e-05,0,-0.205916628241539,104.75409698486328,0.0029229784850031137,0.000927734375,0.8653260469436646,16350
53,217088,10848,-11.970665775984525,20.0,6.709433364449069e-05,0,-0.18665945529937744,108.80166625976562,0.0017123461002483964,0.011865234375,0.8585697412490845,16379
54,221184,11040,-19.930243937671186,20.0,5.2498187869787216e-05,0,-0.18754258751869202,97.8656997680664,0.004151152912527323,0.002685546875,0.851239800453186,16402
55,225280,11264,-15.035416751354933,20.0,2.8028567612636834e-05,0,-0.204591304063797,119.94573974609375,0.002445513615384698,0.00107421875,0.8686518669128418,16401
56,229376,11456,-14.686133504658937,20.0,5.742665962316096e-05,0,-0.1710050255060196,90.9155044555664,0.00010825460776686668,0.0,0.8522271513938904,16339
57,233472,11648,-5.953317229449749,20.0,3.064414340769872e-05,0,-0.1156819760799408,54.356040954589844,0.0004277231637388468,0.001220703125,0.9034689664840698,16362
58,237568,11872,-4.415819512307644,20.0,2.5676370569271967e-05,0,-0.17209413647651672,97.75454711914062,0.0012082908069714904,0.000341796875,0.8805508613586426,16383
59,241664,12064,-32.55041900798678,20.0,5.4537296819034964e-05,0,-0.18760372698307037,99.30419921875,0.001136274659074843,0.0,0.8718612194061279,16410
60,245760,12288,-8.685435644537211,20.0,4.091522714588791e-05,0,-0.09587655961513519,52.31752014160156,0.000471138657303527,0.0,0.8757908344268799,16431
61,249856,12480,-14.87966634258628,20.0,4.431266643223353e-05,0,-0.17423003911972046,87.42903137207031,0.003923144191503525,0.00380859375,0.8691511750221252,16452
62,253952,12672,-22.230707563459873,20.0,3.878845018334687e-05,0,-0.17494985461235046,74.83148193359375,0.0010045981034636497,0.0009765625,0.8733091354370117,16466
63,258048,12896,-18.571665303409098,20.0,4.5647793740499765e-05,0,-0.14664337038993835,91.98490142822266,0.0035736681893467903,0.005126953125,0.8727929592132568,16483
64,262144,13088,-17.04393562376499,20.0,3.01185227726819e-05,0,-0.17632915079593658,95.77462005615234,0.002102087950333953,0.00107421875,0.8749952912330627,16484
65,266240,13312,-17.4098991766572,20.0,4.627308589988388e-05,0,-0.1975858509540558,123.37931823730469,0.003311766544356942,0.008447265625,0.8633198738098145,16491
66,270336,13504,-25.060644274204968,20.0,3.7741599953733385e-05,0,-0.17918314039707184,81.15138244628906,0.0009266076376661658,0.000341796875,0.8711674213409424,16505
67,274432,13696,-22.828245854377748,20.0,4.581558096106164e-05,0,-0.18489445745944977,116.09666442871094,0.0005404111579991877,0.000146484375,0.8622037172317505,16515
68,278528,13920,-27.45544402897358,20.0,2.9597349566756748e-05,0,-0.1701050102710724,70.63359069824219,0.002123566810041666,0.00244140625,0.8559502363204956,16536
69,282624,14112,-18.502547688782215,20.0,5.7201690651709214e-05,0,-0.15282133221626282,80.88226318359375,0.005175890866667032,0.02060546875,0.8722647428512573,16548
