update,global_step,segments_completed,model_segment_return_20,mean_segment_horizon_20,mean_uncertainty,uncertainty_terminations,policy_loss,value_loss,approx_kl,clip_fraction,mean_advantage_weight,sps
1,4096,214,-2.9673830538988115,17.65,2.2682927180994739e-07,24,-0.00890080165117979,5.612483501434326,0.00517804641276598,0.021875,1.0,17215
2,8192,429,-10.75181034207344,15.05,3.2412935979664326e-07,52,-0.01388070359826088,7.061946868896484,0.002066408284008503,0.006982421875,1.0,17893
3,12288,671,-5.854183053970337,18.1,3.142091031804739e-07,90,-0.00476578064262867,22.079923629760742,0.002301280852407217,0.01201171875,1.0,18090
4,16384,904,-3.68799729347229,15.95,3.5842228385263297e-07,133,-0.0061933733522892,14.133668899536133,0.0039394693449139595,0.01630859375,1.0,18208
5,20480,1126,-1.541427770256996,17.65,2.717298457355355e-07,160,-0.004552923142910004,4.643805503845215,0.0014646309427917004,0.0103515625,1.0,18204
6,24576,1349,-1.7322707146406173,17.8,2.289692275780908e-07,179,-0.005170400254428387,2.271437406539917,0.0012667838018387556,0.0173828125,1.0,18159
7,28672,1574,-4.5777157843112946,17.8,3.1066869610185677e-07,210,-3.1023286283016205e-05,2.4403069019317627,0.004579207859933376,0.025244140625,1.0,18147
8,32768,1802,-6.739228889346123,17.15,3.175719598402793e-07,243,-0.0008173808455467224,16.161623001098633,0.001484232721850276,0.004150390625,1.0,18159
9,36864,2018,-5.279381141066551,18.7,3.1224607255353476e-07,265,-0.0050979796797037125,8.777935028076172,0.0009518677252344787,0.003125,1.0,18071
10,40960,2251,-0.7272092744708061,19.05,2.728228309933911e-07,300,0.0028907894156873226,2.2661385536193848,0.0016853685956448317,0.008056640625,1.0,17900
11,45056,2477,-1.395743264257908,18.65,2.1310049191924918e-07,326,-0.0034816786646842957,2.1851537227630615,0.0004878115141764283,0.01220703125,1.0,17838
12,49152,2702,-1.8035571590065955,18.9,2.447908400426968e-07,355,-0.010951695963740349,6.712667942047119,0.00048358342610299587,0.0025390625,1.0,17811
13,53248,2930,-8.443691842257977,19.3,2.8745989766321145e-07,383,-0.00491264509037137,9.760211944580078,0.0008633160032331944,0.001611328125,1.0,17780
14,57344,3150,-1.8318834498524665,18.85,2.7946032332692994e-07,408,0.0038860104978084564,1.977718710899353,0.0011476039653643966,0.004931640625,1.0,17622
15,61440,3383,-2.2947925224900247,19.55,3.2857349197001895e-07,447,0.008872807025909424,4.802660942077637,0.0014748318353667855,0.000341796875,1.0,17619
16,65536,3610,-5.331796082854271,17.25,2.8592887701961445e-07,477,-0.007372165098786354,7.821557998657227,0.0035169138573110104,0.0212890625,1.0,17596
17,69632,3833,-1.8048830330371857,18.4,2.71292464049111e-07,503,-0.0016496144235134125,27.52821159362793,0.0007058377377688885,9.765625e-05,1.0,17626
18,73728,4058,-1.8840432569384575,17.85,3.847001153189922e-07,532,0.001275850459933281,18.327587127685547,0.004881665576249361,0.0064453125,1.0,17651
19,77824,4291,-6.845161017775536,20.0,3.300764888081176e-07,567,-0.002577580511569977,14.134477615356445,0.003234238363802433,0.004638671875,1.0,17621
20,81920,4515,-1.0757678672671318,19.05,2.409007606729574e-07,594,-0.008190819062292576,0.7010332345962524,0.0022943445947021246,0.001123046875,1.0,17661
21,86016,4734,-1.312619961798191,18.9,2.472654330176738e-07,622,-0.0049162739887833595,3.004387617111206,0.0031970571726560593,0.00166015625,1.0,17688
22,90112,4955,-2.05040000975132,18.7,2.576667839093716e-07,639,-0.004610178992152214,16.435081481933594,0.0002941141137853265,9.765625e-05,1.0,17718
23,94208,5173,-1.1017333194613457,19.05,2.44771769075669e-07,662,0.00030372291803359985,1.9870585203170776,8.164736209437251e-05,0.0,1.0,17459
24,98304,5402,-2.89330932199955,16.4,2.9292192493812763e-07,692,8.761323988437653e-05,20.556865692138672,5.331146530807018e-05,0.0,1.0,17397
